claim_id,country_code,country_name,year,year_label,end_year,title,summary,category,era_id,canonical_url,history_updated
TL:ALB:event:1997:pyramid-scheme-collapse-and-unrest,ALB,Albania,1997,1997,,Pyramid scheme collapse and unrest,The collapse of fraudulent pyramid investment schemes in early 1997 wiped out the savings of many Albanians and triggered armed unrest that brought the state close to anarchy before order was restored.,disaster,transition-nato-eu-kosovo,https://terralore.co/country/ALB/chronicle#ev-1997-pyramid-scheme-collapse-and-unrest,2026-06-13
TL:ALB:event:2008:kosovo-declares-independence,ALB,Albania,2008,17 Feb 2008,,Kosovo declares independence,"Kosovo, whose population is overwhelmingly ethnic Albanian and which was left outside Albania in 1913, declared independence on 17 February 2008, recognised the next day by the United States.",independence,transition-nato-eu-kosovo,https://terralore.co/country/ALB/chronicle#ev-2008-kosovo-declares-independence,2026-06-13
TL:ALB:event:2009:albania-joins-nato,ALB,Albania,2009,1 Apr 2009,,Albania joins NATO,"Albania, with Croatia, formally joined NATO on 1 April 2009 as the alliance's 27th and 28th members, completing its strategic reorientation toward the West.",politics,transition-nato-eu-kosovo,https://terralore.co/country/ALB/chronicle#ev-2009-albania-joins-nato,2026-06-13
TL:ALB:event:2014:eu-candidate-status,ALB,Albania,2014,Jun 2014,,EU candidate status,"Albania, which applied for membership in April 2009, was granted European Union candidate status in June 2014; accession negotiations were formally opened in July 2022.",politics,transition-nato-eu-kosovo,https://terralore.co/country/ALB/chronicle#ev-2014-eu-candidate-status,2026-06-13
TL:AND:event:790:the-charlemagne-tradition-and-the-marca,AND,Andorra,790,c. 788–790,790,The Charlemagne tradition and the Marca Hispanica,"Andorran tradition, recalled in the anthem 'El Gran Carlemany', credits Charlemagne with freeing the valleys from the Moors and granting their charter; the region lay within the Carolingian frontier zone of the Marca Hispanica.",founding,charlemagne-and-the-valleys,https://terralore.co/country/AND/chronicle#ev-790-the-charlemagne-tradition-and-the-marca,2026-06-13
TL:AND:event:805:christianity-and-carolingian-order,AND,Andorra,805,9th century,,Christianity and Carolingian order,"As part of the Carolingian frontier, the valleys were integrated into Latin Christendom, with the church of Urgell emerging as the dominant local authority over the centuries that followed.",religion,charlemagne-and-the-valleys,https://terralore.co/country/AND/chronicle#ev-805-christianity-and-carolingian-order,2026-06-13
TL:AND:event:1133:lordship-of-the-bishop-of-urgell,AND,Andorra,1133,early 12th c.,,Lordship of the Bishop of Urgell,"The Bishop of Urgell consolidated lordship over the Andorran valleys, entrusting their defence to secular protectors, among them the powerful counts of Foix.",politics,charlemagne-and-the-valleys,https://terralore.co/country/AND/chronicle#ev-1133-lordship-of-the-bishop-of-urgell,2026-06-13
TL:AND:event:1278:the-first-pareage,AND,Andorra,1278,8 Sep 1278,,The first paréage,"A feudal charter signed at Lleida ended the dispute between the Bishop of Urgell and the Count of Foix by placing Andorra under their joint suzerainty, creating the co-principality.",founding,the-pareage-and-the-co-principality,https://terralore.co/country/AND/chronicle#ev-1278-the-first-pareage,2026-06-13
TL:AND:event:1288:the-second-pareage,AND,Andorra,1288,1288,,The second paréage,A second charter settled questions of justice and defence left open in 1278; together the two paréages formed Andorra's first basic law and constitutional foundation until 1993.,founding,the-pareage-and-the-co-principality,https://terralore.co/country/AND/chronicle#ev-1288-the-second-pareage,2026-06-13
TL:AND:event:1289:the-questia-tribute-and-neutrality,AND,Andorra,1289,from 1278,,The questia tribute and neutrality,"Andorra rendered a symbolic annual tribute, the questia, to each co-prince as an act of homage; the settlement was understood to recognise the valleys' neutrality.",politics,the-pareage-and-the-co-principality,https://terralore.co/country/AND/chronicle#ev-1289-the-questia-tribute-and-neutrality,2026-06-13
TL:AND:event:1396:self-government-within-divided-lordship,AND,Andorra,1396,14th century,,Self-government within divided lordship,"Because neither co-prince could rule alone, Andorrans gained latitude to govern their own valleys, developing assemblies of the parishes that prefigured a national council.",politics,the-pareage-and-the-co-principality,https://terralore.co/country/AND/chronicle#ev-1396-self-government-within-divided-lordship,2026-06-13
TL:AND:event:1419:founding-of-the-consell-de-la-terra,AND,Andorra,1419,1419,,Founding of the Consell de la Terra,"The co-princes allowed Andorrans to create the Council of the Land, drawn from heads of households of the parishes, one of Europe's oldest representative assemblies and the ancestor of today's parliament.",politics,two-princes-and-survival,https://terralore.co/country/AND/chronicle#ev-1419-founding-of-the-consell-de-la-terra,2026-06-13
TL:AND:event:1607:the-french-crown-becomes-co-prince,AND,Andorra,1607,1607,,The French crown becomes co-prince,"After the rights of Foix passed through Navarre to Henry IV, an edict confirmed the King of France and the Bishop of Urgell as Andorra's co-princes; the French role later passed to the head of state.",politics,two-princes-and-survival,https://terralore.co/country/AND/chronicle#ev-1607-the-french-crown-becomes-co-prince,2026-06-13
TL:AND:event:1702:the-casa-de-la-vall,AND,Andorra,1702,1702,,The Casa de la Vall,"The Andorran council established its seat and court at the Casa de la Vall in Andorra la Vella, long the symbolic home of the valleys' self-government.",politics,two-princes-and-survival,https://terralore.co/country/AND/chronicle#ev-1702-the-casa-de-la-vall,2026-06-13
TL:AND:event:1789:neutrality-through-revolution-and-war,AND,Andorra,1789,1789–1815,1815,Neutrality through revolution and war,Through the French Revolution and Napoleonic Wars the co-principality survived; the French co-princely role transferred to each new French regime while Andorra guarded its neutrality.,politics,two-princes-and-survival,https://terralore.co/country/AND/chronicle#ev-1789-neutrality-through-revolution-and-war,2026-06-13
TL:AND:event:1866:the-new-reform,AND,Andorra,1866,1866,,The New Reform,"A reform led by syndic Guillem d'Areny-Plandolit and decreed by the episcopal co-prince broadened the Council and regularised elections, modernising Andorra's institutions while keeping the co-principality.",politics,reform-and-the-old-order-strained,https://terralore.co/country/AND/chronicle#ev-1866-the-new-reform,2026-06-13
TL:AND:event:1914:neutral-through-the-first-world-war,AND,Andorra,1914,1914–1918,1918,Neutral through the First World War,Andorra remained outside the fighting of the Great War; an anomaly of its undefined status was that it was reportedly omitted from the peace settlement and stayed nominally at war for decades.,war,reform-and-the-old-order-strained,https://terralore.co/country/AND/chronicle#ev-1914-neutral-through-the-first-world-war,2026-06-13
TL:AND:event:1934:boris-skossyreff-king-boris-i,AND,Andorra,1934,Jul 1934,,"Boris Skossyreff, 'King Boris I'",A Russian-born adventurer briefly induced the Andorran council to proclaim him king during a period of unrest over voting rights; he was arrested and expelled within about two weeks.,politics,reform-and-the-old-order-strained,https://terralore.co/country/AND/chronicle#ev-1934-boris-skossyreff-king-boris-i,2026-06-13
TL:AND:event:1939:neutral-in-the-second-world-war,AND,Andorra,1939,1939–1945,1945,Neutral in the Second World War,"Andorra preserved its neutrality through the Second World War, its mountain passes serving as a quiet crossing-point between Vichy France and Spain.",war,reform-and-the-old-order-strained,https://terralore.co/country/AND/chronicle#ev-1939-neutral-in-the-second-world-war,2026-06-13
TL:AND:event:1993:the-first-written-constitution,AND,Andorra,1993,14 Mar 1993,,The first written constitution,"Andorrans approved by referendum a constitution that made Andorra a sovereign parliamentary democracy, with the two co-princes reduced to constitutional heads of state and power vested in an elected government and council.",independence,sovereign-democracy-and-europe,https://terralore.co/country/AND/chronicle#ev-1993-the-first-written-constitution,2026-06-13
TL:AND:event:1993:admission-to-the-united-nations,AND,Andorra,1993,28 Jul 1993,,Admission to the United Nations,"Andorra was admitted as a member state of the United Nations, taking its place in the international community as a fully recognised sovereign state.",independence,sovereign-democracy-and-europe,https://terralore.co/country/AND/chronicle#ev-1993-admission-to-the-united-nations,2026-06-13
TL:AND:event:1994:member-of-the-council-of-europe,AND,Andorra,1994,1994,,Member of the Council of Europe,"Andorra joined the Council of Europe, committing the new democracy to European standards of human rights and the rule of law.",politics,sovereign-democracy-and-europe,https://terralore.co/country/AND/chronicle#ev-1994-member-of-the-council-of-europe,2026-06-13
TL:AND:event:2004:madriu-perafita-claror-valley-inscribed-by,AND,Andorra,2004,2004,,Madriu-Perafita-Claror Valley inscribed by UNESCO,"Andorra's only World Heritage Site, the Madriu-Perafita-Claror Valley, was inscribed as a cultural landscape, recognised for its high-Pyrenean pastoralism and a communal land-ownership system surviving from the 13th century.",culture,sovereign-democracy-and-europe,https://terralore.co/country/AND/chronicle#ev-2004-madriu-perafita-claror-valley-inscribed-by,2026-06-13
TL:AND:event:2011:monetary-agreement-and-the-euro,AND,Andorra,2011,30 Jun 2011,,Monetary agreement and the euro,Andorra signed a monetary agreement with the European Union allowing it to use the euro as its official currency and to issue its own euro coins.,economy,sovereign-democracy-and-europe,https://terralore.co/country/AND/chronicle#ev-2011-monetary-agreement-and-the-euro,2026-06-13
TL:AND:event:2024:association-agreement-with-the-eu,AND,Andorra,2024,2023–2024,2024,Association agreement with the EU,"After concluding negotiations in 2023, the European Commission in 2024 proposed an association agreement to give Andorra (with San Marino) deep access to the EU single market, comparable to the European Economic Area.",economy,sovereign-democracy-and-europe,https://terralore.co/country/AND/chronicle#ev-2024-association-agreement-with-the-eu,2026-06-13
TL:ARE:event:3000bce:hafit-period-tombs-near-jebel-hafit,ARE,United Arab Emirates,-3000,c. 3rd millennium BCE,,Hafit-period tombs near Jebel Hafit,"Beehive-shaped stone tombs of the Hafit period appear on the slopes of Jebel Hafit near Al Ain, the earliest monumental architecture of the region and a marker of settled life at the desert's edge.",culture,bronze-age-pearling-coast,https://terralore.co/country/ARE/chronicle#ev-3000bce-hafit-period-tombs-near-jebel-hafit,2026-06-15
TL:ARE:event:2500bce:the-umm-an-nar-culture-flourishes,ARE,United Arab Emirates,-2500,c. 2500 BCE,,The Umm an-Nar culture flourishes,"Named for an island off Abu Dhabi, the Umm an-Nar culture built circular communal tombs, fortified towers and agricultural settlements at Hili, trading copper and goods with Mesopotamia and the Indus valley.",culture,bronze-age-pearling-coast,https://terralore.co/country/ARE/chronicle#ev-2500bce-the-umm-an-nar-culture-flourishes,2026-06-15
TL:ARE:event:1000bce:the-aflaj-irrigation-system-at-hili,ARE,United Arab Emirates,-1000,Iron Age,,The aflaj irrigation system at Hili,"Hili preserves one of the oldest known examples of the aflaj, underground channels that carried mountain groundwater to oasis date gardens, sustaining agriculture in an arid land.",economy,bronze-age-pearling-coast,https://terralore.co/country/ARE/chronicle#ev-1000bce-the-aflaj-irrigation-system-at-hili,2026-06-15
TL:ARE:event:630:islam-reaches-the-lower-gulf-coast,ARE,United Arab Emirates,630,c. 630 CE,,Islam reaches the lower Gulf coast,"Islam spread to southeastern Arabia during the lifetime of the Prophet Muhammad, drawing the coastal communities into the new faith and the trade networks of the Muslim world.",religion,islam-trade-julfar,https://terralore.co/country/ARE/chronicle#ev-630-islam-reaches-the-lower-gulf-coast,2026-06-15
TL:ARE:event:632:the-battle-of-dibba-in-the-ridda-wars,ARE,United Arab Emirates,632,c. 632 CE,,The Battle of Dibba in the Ridda Wars,"After the Prophet's death, a campaign by the first caliph Abu Bakr against apostate tribes culminated in a battle at Dibba on the east coast, securing the region within the Islamic order.",war,islam-trade-julfar,https://terralore.co/country/ARE/chronicle#ev-632-the-battle-of-dibba-in-the-ridda-wars,2026-06-15
TL:ARE:event:1500:portuguese-seize-control-of-the-coast,ARE,United Arab Emirates,1500,16th century,,Portuguese seize control of the coast,"Portuguese naval expansion fortified Gulf ports to dominate the spice and pearl trade, beginning two centuries of European and Omani contest over the region's sea lanes.",colonization,islam-trade-julfar,https://terralore.co/country/ARE/chronicle#ev-1500-portuguese-seize-control-of-the-coast,2026-06-15
TL:ARE:event:1819:britain-breaks-the-qasimi-sea-power,ARE,United Arab Emirates,1819,1819,,Britain breaks the Qasimi sea power,"After repeated clashes over Gulf shipping, British forces subdued the Qasimi dynasty and razed Ras al-Khaimah, ending the maritime dominance of the Qawasim in the lower Gulf.",war,qawasim-trucial-states,https://terralore.co/country/ARE/chronicle#ev-1819-britain-breaks-the-qasimi-sea-power,2026-06-15
TL:ARE:event:1820:the-general-treaty-of-peace,ARE,United Arab Emirates,1820,1820,,The General Treaty of Peace,"The coastal sheikhs signed the General Treaty of Peace with Britain, limiting maritime aggression and initiating the series of agreements that established British paramountcy over the future emirates.",politics,qawasim-trucial-states,https://terralore.co/country/ARE/chronicle#ev-1820-the-general-treaty-of-peace,2026-06-15
